Saison 64; Spieltag 1; Saarbruecken;0;2; 1. FC Koeln
Saison 11; Spieltag 20; Wolfsburg;0;3; Dortmund
Saison 11; Spieltag 20; Bremen;1;3; Bayern
Saison 11; Spieltag 20; Schalke;0;1; Hoffenheim
Saison 11; Spieltag 20; Frankfurt;0;1; Gladbach
Saison 11; Spieltag 20; VfB Stuttgart;0;1; Freiburg
Saison 11; Spieltag 21; Dortmund;0;0; Schalke
Saison 11; Spieltag 21; Nuernberg;1;0; Leverkusen
Saison 11; Spieltag 21; Hannover;1;0; Wolfsburg
Saison 11; Spieltag 21; 1. FC Koeln;3;2; Bayern
Saison 11; Spieltag 21; Gladbach;2;3; VfB Stuttgart
Saison 11; Spieltag 21; Hoffenheim;3;2; Kaiserslautern
Saison 11; Spieltag 21; Mainz;1;1; Bremen
Saison 11; Spieltag 21; Freiburg;0;0; Frankfurt
Saison 11; Spieltag 21; Hamburg;0;1; Pauli
Saison 11; Spieltag 22; Pauli;3;1; Gladbach
Saison 11; Spieltag 22; Kaiserslautern;1;1; Dortmund
Saison 11; Spieltag 22; Frankfurt;0;3; Leverkusen
Saison 11; Spieltag 22; Wolfsburg;0;1; Hamburg
Saison 11; Spieltag 22; VfB Stuttgart;1;4; Nuernberg
Saison 11; Spieltag 22; Schalke;1;0; Freiburg
Saison 11; Spieltag 22; Bayern;4;0; Hoffenheim
Saison 11; Spieltag 22; 1. FC Koeln;4;2; Mainz
Saison 11; Spieltag 22; Bremen;1;1; Hannover
Saison 11; Spieltag 23; Nuernberg;3;0; Frankfurt
Saison 11; Spieltag 23; Hannover;3;0; Kaiserslautern
Saison 11; Spieltag 23; Freiburg;2;1; Wolfsburg
Saison 11; Spieltag 23; Hoffenheim;1;1; 1. FC Koeln
Saison 11; Spieltag 23; Mainz;1;3; Bayern
Saison 11; Spieltag 23; Hamburg;4;0; Bremen
Saison 11; Spieltag 23; Dortmund;2;0; Pauli
Saison 11; Spieltag 23; Gladbach;2;1; Schalke
Saison 11; Spieltag 23; Leverkusen;4;2; VfB Stuttgart
Saison 11; Spieltag 24; Wolfsburg;2;1; Gladbach
Saison 11; Spieltag 24; Schalke;1;1; Nuernberg
Saison 11; Spieltag 24; Pauli;0;1; Hannover
Saison 11; Spieltag 24; Kaiserslautern;1;1; Hamburg
Saison 11; Spieltag 24; 1. FC Koeln;1;0; Freiburg
Saison 11; Spieltag 24; Hoffenheim;1;2; Mainz
Saison 11; Spieltag 24; Bayern;1;3; Dortmund
Saison 11; Spieltag 24; Frankfurt;0;2; VfB Stuttgart
Saison 11; Spieltag 24; Bremen;2;2; Leverkusen
Saison 11; Spieltag 25; Dortmund;1;0; 1. FC Koeln
Saison 11; Spieltag 25; Nuernberg;5;0; Pauli
Saison 11; Spieltag 25; Hannover;3;1; Bayern
Saison 11; Spieltag 25; Gladbach;2;0; Hoffenheim
Saison 11; Spieltag 25; Frankfurt;0;0; Kaiserslautern
Saison 11; Spieltag 25; VfB Stuttgart;1;0; Schalke
Saison 11; Spieltag 25; Leverkusen;3;0; Wolfsburg
Saison 11; Spieltag 25; Hamburg;2;4; Mainz
Saison 11; Spieltag 25; Freiburg;1;3; Bremen
Saison 11; Spieltag 26; 1. FC Koeln;4;0; Hannover
Saison 11; Spieltag 26; Kaiserslautern;2;1; Freiburg
Saison 11; Spieltag 26; Hoffenheim;1;0; Dortmund
Saison 11; Spieltag 26; Wolfsburg;1;2; Nuernberg
Saison 11; Spieltag 26; Bremen;1;1; Gladbach
Saison 11; Spieltag 26; Schalke;2;1; Frankfurt
Saison 11; Spieltag 26; Bayern;6;0; Hamburg
Saison 11; Spieltag 26; Mainz;0;1; Leverkusen
Saison 11; Spieltag 26; Pauli;1;2; VfB Stuttgart
Saison 11; Spieltag 27; Gladbach;0;1; Kaiserslautern
Saison 11; Spieltag 27; Nuernberg;1;3; Bremen
Saison 11; Spieltag 27; Hannover;2;0; Hoffenheim
Saison 11; Spieltag 27; Freiburg;1;2; Bayern
Saison 11; Spieltag 27; Frankfurt;2;1; Pauli
Saison 11; Spieltag 27; Hamburg;6;2; 1. FC Koeln
Saison 11; Spieltag 27; Dortmund;1;1; Mainz
Saison 11; Spieltag 27; VfB Stuttgart;1;1; Wolfsburg
Saison 11; Spieltag 27; Leverkusen;2;0; Schalke
Saison 11; Spieltag 28; Pauli;0;2; Schalke
Saison 11; Spieltag 28; Kaiserslautern;0;1; Leverkusen
Saison 11; Spieltag 28; Hoffenheim;0;0; Hamburg
Saison 11; Spieltag 28; Dortmund;4;1; Hannover
Saison 11; Spieltag 28; Bremen;1;1; VfB Stuttgart
Saison 11; Spieltag 28; Bayern;1;0; Gladbach
Saison 11; Spieltag 28; Mainz;1;1; Freiburg
Saison 11; Spieltag 28; Wolfsburg;1;1; Frankfurt
Saison 11; Spieltag 28; 1. FC Koeln;1;0; Nuernberg
Saison 11; Spieltag 29; Frankfurt;1;1; Bremen
Saison 11; Spieltag 29; Nuernberg;1;1; Bayern
Saison 11; Spieltag 29; Hannover;2;0; Mainz
Saison 11; Spieltag 29; Freiburg;3;2; Hoffenheim
Saison 11; Spieltag 29; Hamburg;1;1; Dortmund
Saison 11; Spieltag 29; VfB Stuttgart;2;4; Kaiserslautern
Saison 11; Spieltag 29; Schalke;1;0; Wolfsburg
Saison 11; Spieltag 29; Gladbach;5;1; 1. FC Koeln
Saison 11; Spieltag 29; Leverkusen;2;1; Pauli
Saison 11; Spieltag 30; Mainz;1;0; Gladbach
Saison 11; Spieltag 30; Kaiserslautern;0;2; Nuernberg
Saison 11; Spieltag 30; 1. FC Koeln;1;3; VfB Stuttgart
Saison 11; Spieltag 30; Hoffenheim;1;0; Frankfurt
Saison 11; Spieltag 30; Wolfsburg;2;2; Pauli
Saison 11; Spieltag 30; Hamburg;0;0; Hannover
Saison 11; Spieltag 30; Bremen;1;1; Schalke
Saison 11; Spieltag 30; Dortmund;3;0; Freiburg
Saison 11; Spieltag 30; Bayern;5;1; Leverkusen
Saison 11; Spieltag 31; Freiburg;1;3; Hannover
Saison 11; Spieltag 31; Schalke;0;1; Kaiserslautern
Saison 11; Spieltag 31; VfB Stuttgart;3;0; Hamburg
Saison 11; Spieltag 31; Pauli;1;3; Bremen
Saison 11; Spieltag 31; Frankfurt;1;1; Bayern
Saison 11; Spieltag 31; Gladbach;1;0; Dortmund
Saison 11; Spieltag 31; Leverkusen;2;1; Hoffenheim
Saison 11; Spieltag 31; Nuernberg;0;0; Mainz
Saison 11; Spieltag 31; Wolfsburg;4;1; 1. FC Koeln
Saison 11; Spieltag 32; Kaiserslautern;2;0; Pauli
Saison 11; Spieltag 32; Bremen;0;1; Wolfsburg
Saison 11; Spieltag 32; Bayern;4;1; Schalke
Saison 11; Spieltag 32; Hamburg;0;2; Freiburg
Saison 11; Spieltag 32; Mainz;3;0; Frankfurt
Saison 11; Spieltag 32; Hoffenheim;1;2; VfB Stuttgart
Saison 11; Spieltag 32; 1. FC Koeln;2;0; Leverkusen
Saison 11; Spieltag 32; Dortmund;2;0; Nuernberg
Saison 11; Spieltag 32; Hannover;0;1; Gladbach
Saison 11; Spieltag 33; Gladbach;2;0; Freiburg
Saison 11; Spieltag 33; Nuernberg;1;2; Hoffenheim
Saison 11; Spieltag 33; Pauli;1;8; Bayern
Saison 11; Spieltag 33; Frankfurt;0;2; 1. FC Koeln
Saison 11; Spieltag 33; Wolfsburg;1;2; Kaiserslautern
Saison 11; Spieltag 33; VfB Stuttgart;2;1; Hannover
Saison 11; Spieltag 33; Leverkusen;1;1; Hamburg
Saison 11; Spieltag 33; Bremen;2;0; Dortmund
Saison 11; Spieltag 33; Schalke;1;3; Mainz
Saison 11; Spieltag 34; Hannover;3;1; Nuernberg
Saison 11; Spieltag 34; Freiburg;0;1; Leverkusen
Saison 11; Spieltag 34; 1. FC Koeln;2;1; Schalke
Saison 11; Spieltag 34; Hoffenheim;1;3; Wolfsburg
Saison 11; Spieltag 34; Mainz;2;1; Pauli
Saison 11; Spieltag 34; Kaiserslautern;3;2; Bremen
Saison 11; Spieltag 34; Dortmund;3;1; Frankfurt
Saison 11; Spieltag 34; Bayern;2;1; VfB Stuttgart
Saison 11; Spieltag 34; Hamburg;1;1; Gladbach
Saison 12; Spieltag 1; Dortmund;3;1; Hamburg
Saison 12; Spieltag 1; Bremen;2;0; Kaiserslautern
Saison 12; Spieltag 1; Hannover;2;1; Hoffenheim
Saison 12; Spieltag 1; VfB Stuttgart;3;0; Schalke
Saison 12; Spieltag 1; 1. FC Koeln;0;3; Wolfsburg
Saison 12; Spieltag 1; Augsburg;2;2; Freiburg
Saison 12; Spieltag 1; Hertha;0;1; Nuernberg
Saison 12; Spieltag 1; Mainz;2;0; Leverkusen
Saison 12; Spieltag 1; Bayern;0;1; Gladbach
Saison 12; Spieltag 2; Schalke;5;1; 1. FC Koeln
Saison 12; Spieltag 2; Hamburg;2;2; Hertha
Saison 12; Spieltag 2; Nuernberg;1;2; Hannover
Saison 12; Spieltag 2; Freiburg;1;2; Mainz
Saison 12; Spieltag 2; Hoffenheim;1;0; Dortmund
Saison 12; Spieltag 2; Wolfsburg;0;1; Bayern
Saison 12; Spieltag 2; Gladbach;1;1; VfB Stuttgart
Saison 12; Spieltag 2; Kaiserslautern;1;1; Augsburg
Saison 12; Spieltag 2; Leverkusen;1;0; Bremen
Saison 12; Spieltag 3; Gladbach;4;1; Wolfsburg
Saison 12; Spieltag 3; Dortmund;2;0; Nuernberg
Saison 12; Spieltag 3; Bayern;5;0; Hamburg
Saison 12; Spieltag 3; Bremen;5;3; Freiburg
Saison 12; Spieltag 3; VfB Stuttgart;0;1; Leverkusen
Saison 12; Spieltag 3; Augsburg;0;2; Hoffenheim
Saison 12; Spieltag 3; 1. FC Koeln;1;1; Kaiserslautern
Saison 12; Spieltag 3; Mainz;2;4; Schalke
Saison 12; Spieltag 3; Hannover;1;1; Hertha
Saison 12; Spieltag 4; Hertha;1;0; VfB Stuttgart
Saison 12; Spieltag 4; Hamburg;3;4; 1. FC Koeln
Saison 12; Spieltag 4; Nuernberg;1;0; Augsburg
Saison 12; Spieltag 4; Freiburg;3;0; Wolfsburg
Saison 12; Spieltag 4; Kaiserslautern;0;3; Bayern
Saison 12; Spieltag 4; Hoffenheim;1;2; Bremen
Saison 12; Spieltag 4; Leverkusen;0;0; Dortmund
Saison 12; Spieltag 4; Hannover;1;1; Mainz
Saison 12; Spieltag 4; Schalke;1;0; Gladbach
Saison 12; Spieltag 5; Augsburg;1;4; Leverkusen
Saison 12; Spieltag 5; Dortmund;1;2; Hertha
Saison 12; Spieltag 5; Bayern;7;0; Freiburg
Saison 12; Spieltag 5; Mainz;0;4; Hoffenheim
Saison 12; Spieltag 5; VfB Stuttgart;3;0; Hannover
Saison 12; Spieltag 5; Gladbach;1;0; Kaiserslautern
Saison 12; Spieltag 5; Bremen;2;0; Hamburg
Saison 12; Spieltag 5; 1. FC Koeln;1;2; Nuernberg
Saison 12; Spieltag 5; Wolfsburg;2;1; Schalke
Saison 12; Spieltag 6; Freiburg;1;2; VfB Stuttgart
Saison 12; Spieltag 6; Leverkusen;1;4; 1. FC Koeln
Saison 12; Spieltag 6; Hamburg;0;1; Gladbach
Saison 12; Spieltag 6; Nuernberg;1;1; Bremen
Saison 12; Spieltag 6; Hoffenheim;3;1; Wolfsburg
Saison 12; Spieltag 6; Hertha;2;2; Augsburg
Saison 12; Spieltag 6; Kaiserslautern;3;1; Mainz
Saison 12; Spieltag 6; Hannover;2;1; Dortmund
Saison 12; Spieltag 6; Schalke;0;2; Bayern
Saison 12; Spieltag 7; VfB Stuttgart;1;2; Hamburg
Saison 12; Spieltag 7; Schalke;4;2; Freiburg
Saison 12; Spieltag 7; Mainz;1;2; Dortmund
Saison 12; Spieltag 7; Wolfsburg;1;0; Kaiserslautern
Saison 12; Spieltag 7; Gladbach;1;0; Nuernberg
Saison 12; Spieltag 7; Augsburg;0;0; Hannover
Saison 12; Spieltag 7; Bayern;3;0; Leverkusen
Saison 12; Spieltag 7; 1. FC Koeln;2;0; Hoffenheim
Saison 12; Spieltag 7; Bremen;2;1; Hertha
Saison 12; Spieltag 8; Kaiserslautern;0;2; VfB Stuttgart
Saison 12; Spieltag 8; Dortmund;4;0; Augsburg
Saison 12; Spieltag 8; Leverkusen;3;1; Wolfsburg
Saison 12; Spieltag 8; Nuernberg;3;3; Mainz
Saison 12; Spieltag 8; Freiburg;1;0; Gladbach
Saison 12; Spieltag 8; Hoffenheim;0;0; Bayern
Saison 12; Spieltag 8; Hertha;3;0; 1. FC Koeln
Saison 12; Spieltag 8; Hannover;3;2; Bremen
Saison 12; Spieltag 8; Hamburg;1;2; Schalke
Saison 12; Spieltag 9; Bremen;0;2; Dortmund
Saison 12; Spieltag 9; Bayern;4;0; Hertha
Saison 12; Spieltag 9; Mainz;0;1; Augsburg
Saison 12; Spieltag 9; VfB Stuttgart;2;0; Hoffenheim
Saison 12; Spieltag 9; Wolfsburg;2;1; Nuernberg
Saison 12; Spieltag 9; Gladbach;2;2; Leverkusen
Saison 12; Spieltag 9; Schalke;1;2; Kaiserslautern
Saison 12; Spieltag 9; Freiburg;1;2; Hamburg
Saison 12; Spieltag 9; 1. FC Koeln;2;0; Hannover
Saison 12; Spieltag 10; Augsburg;1;1; Bremen
Saison 12; Spieltag 10; Dortmund;5;0; 1. FC Koeln
Saison 12; Spieltag 10; Nuernberg;2;2; VfB Stuttgart
Saison 12; Spieltag 10; Kaiserslautern;1;0; Freiburg
Saison 12; Spieltag 10; Hoffenheim;1;0; Gladbach
Saison 12; Spieltag 10; Hertha;0;0; Mainz
Saison 12; Spieltag 10; Hamburg;1;1; Wolfsburg
Saison 12; Spieltag 10; Leverkusen;0;1; Schalke
Saison 12; Spieltag 10; Hannover;2;1; Bayern
Saison 12; Spieltag 11; Freiburg;0;1; Leverkusen
Saison 12; Spieltag 11; Bayern;4;0; Nuernberg
Saison 12; Spieltag 11; Schalke;3;1; Hoffenheim
Saison 12; Spieltag 11; VfB Stuttgart;1;1; Dortmund
Saison 12; Spieltag 11; Wolfsburg;2;3; Hertha
Saison 12; Spieltag 11; Gladbach;2;1; Hannover
Saison 12; Spieltag 11; Mainz;1;3; Bremen
Saison 12; Spieltag 11; 1. FC Koeln;3;0; Augsburg
Saison 12; Spieltag 11; Hamburg;1;1; Kaiserslautern
Saison 12; Spieltag 12; Mainz;3;1; VfB Stuttgart
Saison 12; Spieltag 12; Dortmund;5;1; Wolfsburg
Saison 12; Spieltag 12; Bremen;3;2; 1. FC Koeln
Saison 12; Spieltag 12; Nuernberg;1;2; Freiburg
Saison 12; Spieltag 12; Hoffenheim;1;1; Kaiserslautern
Saison 12; Spieltag 12; Hertha;1;2; Gladbach
Saison 12; Spieltag 12; Leverkusen;2;2; Hamburg
Saison 12; Spieltag 12; Hannover;2;2; Schalke
Saison 12; Spieltag 12; Augsburg;1;2; Bayern
Saison 12; Spieltag 13; Kaiserslautern;0;2; Leverkusen
Saison 12; Spieltag 13; Schalke;4;0; Nuernberg
Saison 12; Spieltag 13; Freiburg;2;2; Hertha
Saison 12; Spieltag 13; Wolfsburg;4;1; Hannover
Saison 12; Spieltag 13; Gladbach;5;0; Bremen
Saison 12; Spieltag 13; Bayern;0;1; Dortmund
Saison 12; Spieltag 13; VfB Stuttgart;2;1; Augsburg
Saison 12; Spieltag 13; Hamburg;2;0; Hoffenheim
Saison 12; Spieltag 13; 1. FC Koeln;1;1; Mainz
Saison 12; Spieltag 14; 1. FC Koeln;0;3; Gladbach
Saison 12; Spieltag 14; Dortmund;2;0; Schalke
Saison 12; Spieltag 14; Nuernberg;1;0; Kaiserslautern
Saison 12; Spieltag 14; Hoffenheim;1;1; Freiburg
Saison 12; Spieltag 14; Augsburg;2;0; Wolfsburg
Saison 12; Spieltag 14; Hertha;3;3; Leverkusen
Saison 12; Spieltag 14; Hannover;1;1; Hamburg
Saison 12; Spieltag 14; Bremen;2;0; VfB Stuttgart
Saison 12; Spieltag 14; Mainz;3;2; Bayern
Saison 12; Spieltag 15; Leverkusen;2;0; Hoffenheim
Saison 12; Spieltag 15; Bayern;4;1; Bremen
Saison 12; Spieltag 15; Freiburg;1;1; Hannover
Saison 12; Spieltag 15; Kaiserslautern;1;1; Hertha
Saison 12; Spieltag 15; Wolfsburg;2;2; Mainz
Saison 12; Spieltag 15; Gladbach;1;1; Dortmund
Saison 12; Spieltag 15; VfB Stuttgart;2;2; 1. FC Koeln
Saison 12; Spieltag 15; Hamburg;2;0; Nuernberg
Saison 12; Spieltag 15; Schalke;3;1; Augsburg
Saison 12; Spieltag 16; Hertha;1;2; Schalke
Saison 12; Spieltag 16; Bremen;4;1; Wolfsburg
Saison 12; Spieltag 16; Mainz;0;0; Hamburg
Saison 12; Spieltag 16; Nuernberg;0;2; Hoffenheim
Saison 12; Spieltag 16; 1. FC Koeln;4;0; Freiburg
Saison 12; Spieltag 16; Augsburg;1;0; Gladbach
Saison 12; Spieltag 16; Hannover;0;0; Leverkusen
Saison 12; Spieltag 16; Dortmund;1;1; Kaiserslautern
Saison 12; Spieltag 16; VfB Stuttgart;1;2; Bayern
Saison 12; Spieltag 17; Bayern;3;0; 1. FC Koeln
Saison 12; Spieltag 17; Leverkusen;0;3; Nuernberg
Saison 12; Spieltag 17; Hamburg;1;1; Augsburg
Saison 12; Spieltag 17; Freiburg;1;4; Dortmund
Saison 12; Spieltag 17; Hoffenheim;1;1; Hertha
Saison 12; Spieltag 17; Wolfsburg;1;0; VfB Stuttgart
Saison 12; Spieltag 17; Schalke;5;0; Bremen
Saison 12; Spieltag 17; Kaiserslautern;1;1; Hannover
Saison 12; Spieltag 17; Gladbach;1;0; Mainz
Saison 12; Spieltag 18; Gladbach;3;1; Bayern
Saison 12; Spieltag 18; Schalke;3;1; VfB Stuttgart
Saison 12; Spieltag 18; Nuernberg;2;0; Hertha
Saison 12; Spieltag 18; Freiburg;1;0; Augsburg
Saison 12; Spieltag 18; Hoffenheim;0;0; Hannover
Saison 12; Spieltag 18; Wolfsburg;1;0; 1. FC Koeln
Saison 12; Spieltag 18; Kaiserslautern;0;0; Bremen
Saison 12; Spieltag 18; Hamburg;1;5; Dortmund
Saison 12; Spieltag 18; Leverkusen;3;2; Mainz
Saison 12; Spieltag 19; Hannover;1;0; Nuernberg
Saison 12; Spieltag 19; Dortmund;3;1; Hoffenheim
Saison 12; Spieltag 19; Bayern;2;0; Wolfsburg
Saison 12; Spieltag 19; Bremen;1;1; Leverkusen
Saison 12; Spieltag 19; Augsburg;2;2; Kaiserslautern
Saison 12; Spieltag 19; Hertha;1;2; Hamburg
Saison 12; Spieltag 19; 1. FC Koeln;1;4; Schalke
Saison 12; Spieltag 19; Mainz;3;1; Freiburg
Saison 12; Spieltag 19; VfB Stuttgart;0;3; Gladbach
Saison 12; Spieltag 20; Nuernberg;0;2; Dortmund
Saison 12; Spieltag 20; Leverkusen;2;2; VfB Stuttgart
Saison 12; Spieltag 20; Schalke;1;1; Mainz
Saison 12; Spieltag 20; Hoffenheim;2;2; Augsburg
Saison 12; Spieltag 20; Wolfsburg;0;0; Gladbach
Saison 12; Spieltag 20; Hertha;0;1; Hannover
Saison 12; Spieltag 20; Hamburg;1;1; Bayern
Saison 12; Spieltag 20; Freiburg;2;2; Bremen
Saison 12; Spieltag 20; Kaiserslautern;0;1; 1. FC Koeln
Saison 12; Spieltag 21; Wolfsburg;3;2; Freiburg
Saison 12; Spieltag 21; Dortmund;1;0; Leverkusen
Saison 12; Spieltag 21; Bayern;2;0; Kaiserslautern
Saison 12; Spieltag 21; Bremen;1;1; Hoffenheim
Saison 12; Spieltag 21; Mainz;1;1; Hannover
Saison 12; Spieltag 21; VfB Stuttgart;5;0; Hertha
Saison 12; Spieltag 21; Gladbach;3;0; Schalke
Saison 12; Spieltag 21; Augsburg;0;0; Nuernberg
Saison 12; Spieltag 21; 1. FC Koeln;0;1; Hamburg
Saison 12; Spieltag 22; Hoffenheim;1;1; Mainz
Saison 12; Spieltag 22; Leverkusen;4;1; Augsburg
Saison 12; Spieltag 22; Hamburg;1;3; Bremen
Saison 12; Spieltag 22; Nuernberg;2;1; 1. FC Koeln
Saison 12; Spieltag 22; Kaiserslautern;1;2; Gladbach
Saison 12; Spieltag 22; Hertha;0;1; Dortmund
Saison 12; Spieltag 22; Freiburg;0;0; Bayern
Saison 12; Spieltag 22; Schalke;4;0; Wolfsburg
Saison 12; Spieltag 22; Hannover;4;2; VfB Stuttgart
Saison 12; Spieltag 23; Gladbach;1;1; Hamburg
Saison 12; Spieltag 23; Mainz;4;0; Kaiserslautern
Saison 12; Spieltag 23; VfB Stuttgart;4;1; Freiburg
Saison 12; Spieltag 23; 1. FC Koeln;0;2; Leverkusen
Saison 12; Spieltag 23; Wolfsburg;1;2; Hoffenheim
Saison 12; Spieltag 23; Augsburg;3;0; Hertha
Saison 12; Spieltag 23; Bremen;0;1; Nuernberg
Saison 12; Spieltag 23; Bayern;2;0; Schalke
Saison 12; Spieltag 23; Dortmund;3;1; Hannover
Saison 12; Spieltag 24; Leverkusen;2;0; Bayern
Saison 12; Spieltag 24; Hamburg;0;4; VfB Stuttgart
Saison 12; Spieltag 24; Hannover;2;2; Augsburg
Saison 12; Spieltag 24; Freiburg;2;1; Schalke
Saison 12; Spieltag 24; Kaiserslautern;0;0; Wolfsburg
Saison 12; Spieltag 24; Hertha;1;0; Bremen
Saison 12; Spieltag 24; Dortmund;2;1; Mainz
Saison 12; Spieltag 24; Nuernberg;1;0; Gladbach
Saison 12; Spieltag 24; Hoffenheim;1;1; 1. FC Koeln
Saison 12; Spieltag 25; VfB Stuttgart;0;0; Kaiserslautern
Saison 12; Spieltag 25; Bayern;7;1; Hoffenheim
Saison 12; Spieltag 25; Mainz;2;1; Nuernberg
Saison 12; Spieltag 25; 1. FC Koeln;1;0; Hertha
Saison 12; Spieltag 25; Wolfsburg;3;2; Leverkusen
Saison 12; Spieltag 25; Gladbach;0;0; Freiburg
Saison 12; Spieltag 25; Augsburg;0;0; Dortmund
Saison 12; Spieltag 25; Bremen;3;0; Hannover
Saison 12; Spieltag 25; Schalke;3;1; Hamburg
Saison 12; Spieltag 26; Hoffenheim;1;2; VfB Stuttgart
Saison 12; Spieltag 26; Dortmund;1;0; Bremen
Saison 12; Spieltag 26; Leverkusen;1;2; Gladbach
Saison 12; Spieltag 26; Hamburg;1;3; Freiburg
Saison 12; Spieltag 26; Nuernberg;1;3; Wolfsburg
Saison 12; Spieltag 26; Augsburg;2;1; Mainz
Saison 12; Spieltag 26; Hertha;0;6; Bayern
Saison 12; Spieltag 26; Kaiserslautern;1;4; Schalke
Saison 12; Spieltag 26; Hannover;4;1; 1. FC Koeln
Saison 12; Spieltag 27; Wolfsburg;2;1; Hamburg
Saison 12; Spieltag 27; Bayern;2;1; Hannover
Saison 12; Spieltag 27; Bremen;1;1; Augsburg
Saison 12; Spieltag 27; Mainz;1;3; Hertha
Saison 12; Spieltag 27; Freiburg;2;0; Kaiserslautern
Saison 12; Spieltag 27; Gladbach;1;2; Hoffenheim
Saison 12; Spieltag 27; Schalke;2;0; Leverkusen
Saison 12; Spieltag 27; VfB Stuttgart;1;0; Nuernberg
Saison 12; Spieltag 27; 1. FC Koeln;1;6; Dortmund
Saison 12; Spieltag 28; Dortmund;4;4; VfB Stuttgart
Saison 12; Spieltag 28; Leverkusen;0;2; Freiburg
Saison 12; Spieltag 28; Bremen;0;3; Mainz
Saison 12; Spieltag 28; Nuernberg;0;1; Bayern
Saison 12; Spieltag 28; Kaiserslautern;0;1; Hamburg
Saison 12; Spieltag 28; Augsburg;2;1; 1. FC Koeln
Saison 12; Spieltag 28; Hertha;1;4; Wolfsburg
Saison 12; Spieltag 28; Hannover;2;1; Gladbach
Saison 12; Spieltag 28; Hoffenheim;1;1; Schalke
Saison 12; Spieltag 29; Bayern;2;1; Augsburg
Saison 12; Spieltag 29; Freiburg;2;2; Nuernberg
Saison 12; Spieltag 29; Kaiserslautern;1;2; Hoffenheim
Saison 12; Spieltag 29; VfB Stuttgart;4;1; Mainz
Saison 12; Spieltag 29; 1. FC Koeln;1;1; Bremen
Saison 12; Spieltag 29; Wolfsburg;1;3; Dortmund
Saison 12; Spieltag 29; Gladbach;0;0; Hertha
Saison 12; Spieltag 29; Schalke;3;0; Hannover
Saison 12; Spieltag 29; Hamburg;1;1; Leverkusen
Saison 12; Spieltag 30; Bremen;2;2; Gladbach
Saison 12; Spieltag 30; Mainz;4;0; 1. FC Koeln
Saison 12; Spieltag 30; Augsburg;1;3; VfB Stuttgart
Saison 12; Spieltag 30; Hertha;1;2; Freiburg
Saison 12; Spieltag 30; Dortmund;1;0; Bayern
Saison 12; Spieltag 30; Leverkusen;3;1; Kaiserslautern
Saison 12; Spieltag 30; Hannover;2;0; Wolfsburg
Saison 12; Spieltag 30; Nuernberg;4;1; Schalke
Saison 12; Spieltag 30; Hoffenheim;4;0; Hamburg
Saison 12; Spieltag 31; VfB Stuttgart;4;1; Bremen
Saison 12; Spieltag 31; Leverkusen;3;3; Hertha
Saison 12; Spieltag 31; Schalke;1;2; Dortmund
Saison 12; Spieltag 31; Hamburg;1;0; Hannover
Saison 12; Spieltag 31; Kaiserslautern;0;2; Nuernberg
Saison 12; Spieltag 31; Wolfsburg;1;2; Augsburg
Saison 12; Spieltag 31; Bayern;0;0; Mainz
Saison 12; Spieltag 31; Gladbach;3;0; 1. FC Koeln
Saison 12; Spieltag 31; Freiburg;0;0; Hoffenheim
Saison 12; Spieltag 32; Mainz;0;0; Wolfsburg
Saison 12; Spieltag 32; Bremen;1;2; Bayern
Saison 12; Spieltag 32; Nuernberg;1;1; Hamburg
Saison 12; Spieltag 32; Hoffenheim;0;1; Leverkusen
Saison 12; Spieltag 32; 1. FC Koeln;1;1; VfB Stuttgart
Saison 12; Spieltag 32; Hertha;1;2; Kaiserslautern
Saison 12; Spieltag 32; Dortmund;2;0; Gladbach
Saison 12; Spieltag 32; Augsburg;1;1; Schalke
Saison 12; Spieltag 32; Hannover;0;0; Freiburg
Saison 12; Spieltag 33; Leverkusen;1;0; Hannover
Saison 12; Spieltag 33; Bayern;2;0; VfB Stuttgart
Saison 12; Spieltag 33; Schalke;4;0; Hertha
Saison 12; Spieltag 33; Hamburg;0;0; Mainz
Saison 12; Spieltag 33; Freiburg;4;1; 1. FC Koeln
Saison 12; Spieltag 33; Kaiserslautern;2;5; Dortmund
Saison 12; Spieltag 33; Hoffenheim;2;3; Nuernberg
Saison 12; Spieltag 33; Wolfsburg;3;1; Bremen
Saison 12; Spieltag 33; Gladbach;0;0; Augsburg
Saison 12; Spieltag 34; Dortmund;4;0; Freiburg
Saison 12; Spieltag 34; Bremen;2;3; Schalke
Saison 12; Spieltag 34; Hannover;2;1; Kaiserslautern
Saison 12; Spieltag 34; Mainz;0;3; Gladbach
Saison 12; Spieltag 34; Nuernberg;1;4; Leverkusen
Saison 12; Spieltag 34; VfB Stuttgart;3;2; Wolfsburg
Saison 12; Spieltag 34; 1. FC Koeln;1;4; Bayern
Saison 12; Spieltag 34; Augsburg;1;0; Hamburg
Saison 12; Spieltag 34; Hertha;3;1; Hoffenheim
Saison 13; Spieltag 1; Dortmund;2;1; Bremen
Saison 13; Spieltag 1; Gladbach;2;1; Hoffenheim
Saison 13; Spieltag 1; Freiburg;1;1; Mainz
Saison 13; Spieltag 1; Augsburg;0;2; Fortuna Duesseldorf
Saison 13; Spieltag 1; Hamburg;0;1; Nuernberg
Saison 13; Spieltag 1; Fuerth;0;3; Bayern
Saison 13; Spieltag 1; Frankfurt;2;1; Leverkusen
Saison 13; Spieltag 1; VfB Stuttgart;0;1; Wolfsburg
Saison 13; Spieltag 1; Hannover;2;2; Schalke
